StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,easy_attn,deviceinfo_Browser,deviceinfo_Version,deviceinfo_Operating System,deviceinfo_Resolution,Q204,Q205_Browser,Q205_Version,Q205_Operating System,Q205_Resolution,Age,Race,GEN,Edu,HHincome,Chk1_1,Chk1_2,Chk1_3,Chk1_4,Chk1_5,Chk1_6,Chk1_7,Chk1_8,Chk1_9,ABLE,More,Less,IMP_1,IMP_2,IMP_3,IMP_4,IMP_5,IMP_6,Vol_1,Vol_2,Vol_3,Vol_4,Vol_5,Vol_6,Vol_7,Vol_8,Vol_9,Vol_10,With_1,With_2,With_3,With_4,With_5,With_6,With_7,With_8,With_9,With_10,Comp_1,Comp_2,Comp_3,Comp_4,Comp_5,Comp_6,Comp_7,Comp_8,Comp_9,Comp_10,Plt_1,Plt_2,Plt_3,Plt_4,Plt_5,Plt_6,Plt_7,Plt_8,Plt_9,Plt_10,ABL2,POP,Ind_1,Ind_2,Ind_3,Ind_4,Ind_5,Ind_6,Ind_7,Ind_8,Ind_9,Ind_10,HAP_1,Ord_1,Ord_2,Ord_3,Ord_4,Ord_5,Ord_6,Ord_7,Ord_8,Ord_9,Ord_10,HLTH,Enth_1,Enth_2,Enth_3,Enth_4,Enth_5,Enth_6,Enth_7,Enth_8,Enth_9,Enth_10,Asrt_1,Asrt_2,Asrt_3,Asrt_4,Asrt_5,Asrt_6,Asrt_7,Asrt_8,Asrt_9,Asrt_10,HOT,Intel_1,Intel_2,Intel_3,Intel_4,Intel_5,Intel_6,Intel_7,Intel_8,Intel_9,Intel_10,Open_1,Open_2,Open_3,Open_4,Open_5,Open_6,Open_7,Open_8,Open_9,Open_10,T1_page_submit,T1_click_count,S1,T2_page_submit,T2_click_count,S2,T3_page_submit,T3_click_count,S3,T4_page_submit,T4_click_count,S4,T5_page_submit,T5_click_count,S5,T6_page_submit,T6_click_count,S6,T7_page_submit,T7_click_count,S7,T8_page_submit,T8_click_count,S8,T9_page_submit,T9_click_count,S9,T10_page_submit,T10_click_count,S10,GRP_1,GRP_2,GRP_3,GRP_4,GRP_5,GRP_6,GRP_7,GRP_8,easy_attn2,total_na
4/18/2020 13:51,4/18/2020 14:00,0,75.129.255.11,100,547,1,4/18/2020 14:00,R_1CrKEEodhNicj6v,,,,,38.3170929,-88.91369629,anonymous,EN,0,Chrome,81.0.4044.113,Windows NT 10.0,1366x768,,,,,,38,1,,17,3,On,Off,Off,Off,Off,Off,Off,Off,Off,0,,,4,3,3,2,2,1,1,4,1,4,1,5,1,4,1,1,4,1,5,1,4,1,1,5,1,1,1,4,4,1,4,1,1,5,1,5,4,1,5,1,5,4,1,1,4,1,1,4,5,1,1,1,4,1,4,5,1,1,8,2,1,1,1,4,1,4,4,1,1,7,4,1,1,1,5,1,1,5,4,4,1,2,4,1,2,2,1,1,1,4,3,4,1,5,5,1,1,5,5,1,5,5,1,5,4,1,1,5,5,1,5,76.688,10,1,76.688,10,4,76.688,10,5,76.688,10,3,76.687,10,8,76.688,10,4,76.688,10,6,76.688,10,8,76.688,10,5,76.687,10,7,1,2,1,1,2,2,2,2,0,12
4/18/2020 13:39,4/18/2020 14:06,0,97.89.234.97,100,1587,1,4/18/2020 14:06,R_1GPP5wS5opvCPLa,,,,,35.45019531,-79.13619995,anonymous,EN,0,Chrome,80.0.3987.163,Windows NT 6.3,1366x768,,,,,,39,1,2,14,2,On,Off,Off,Off,Off,Off,Off,Off,Off,0,,,4,2,2,2,4,4,2,4,3,3,3,4,2,2,3,3,3,4,3,4,3,4,4,3,4,4,2,3,4,2,4,3,4,3,2,4,5,2,5,3,5,5,2,2,2,3,0,5,2,4,4,3,3,4,2,3,4,4,6,3,4,3,2,2,2,2,3,4,2,4,2,4,4,3,3,4,4,3,2,3,2,2,5,2,5,2,2,5,2,5,4,2,4,2,3,4,4,4,2,4,2,2,4,2,3,4,4,3,2,4,3,196.301,14,1,196.3,14,2,196.3,14,5,196.3,14,3,196.301,14,8,196.3,14,8,196.301,14,6,196.3,14,5,196.3,14,6,196.3,14,7,3,2,2,2,2,2,2,2,0,11
4/18/2020 13:28,4/18/2020 14:15,0,174.128.243.122,100,2828,1,4/18/2020 14:15,R_2bQu5CzHxuigngF,,,,,39.75010681,-104.995697,anonymous,EN,0,Chrome,80.0.3987.163,Windows NT 10.0,1600x900,,,,,,30,1,2,17,4,On,Off,Off,Off,Off,Off,Off,Off,Off,0,,,4,4,4,3,4,4,2,3,2,4,4,3,1,3,4,3,2,2,5,3,2,3,2,1,2,1,3,3,5,5,3,1,4,5,2,1,3,3,3,3,4,4,2,3,1,4,2,2,4,2,4,1,4,2,5,5,3,1,9,2,5,5,4,2,5,1,2,5,5,9,3,3,2,4,4,2,3,3,4,4,5,5,5,5,5,5,4,5,4,3,8,4,1,4,5,2,1,5,1,1,3,5,1,4,4,2,2,4,5,2,5,343.144,13,0,343.144,13,7,343.144,13,2,343.144,13,3,343.144,13,5,343.144,13,8,343.144,13,6,343.144,13,4,343.144,13,8,343.144,13,5,4,4,4,4,5,4,4,5,0,11
4/18/2020 14:06,4/18/2020 14:21,0,97.120.233.25,100,856,1,4/18/2020 14:21,R_1FhNqEIRGheRhTu,,,,,45.52819824,-122.635498,anonymous,EN,0,Chrome,80.0.3987.163,Windows NT 10.0,1920x1080,,,,,,20,1,2,15,4,On,Off,Off,Off,Off,Off,Off,Off,Off,1,2,,3,3,4,3,2,1,4,2,4,3,4,2,4,2,5,4,2,4,4,4,2,5,4,2,4,3,2,4,5,1,4,2,2,4,1,4,3,2,4,3,3,4,2,2,1,3,1,5,3,4,5,3,2,4,4,4,4,5,6,2,5,4,5,2,4,3,1,4,4,6,3,4,4,4,4,2,4,4,4,4,4,4,3,4,2,4,4,5,4,3,5,4,3,4,2,4,4,2,2,4,4,4,2,4,2,4,4,3,4,4,4,334.919,13,1,334.919,13,2,334.919,13,2,334.919,13,3,334.919,13,8,334.919,13,7,334.919,13,2,334.919,13,2,334.919,13,6,334.919,13,5,2,1,2,1,3,1,3,2,0,10
4/18/2020 14:11,4/18/2020 14:23,0,174.231.129.231,100,738,1,4/18/2020 14:23,R_2xKad8mAEnBetAQ,,,,,38.08959961,-85.84909821,anonymous,EN,0,Chrome,80.0.3987.119,Android 8.1.0,360x640,,,,,,27,1,1,13,3,On,Off,Off,Off,Off,Off,Off,Off,Off,0,,,4,1,3,3,4,4,1,5,1,5,1,5,1,3,1,2,5,1,5,2,4,4,2,2,2,1,1,5,5,1,5,1,1,5,1,5,4,1,5,1,5,1,1,1,2,5,1,9,5,1,1,1,5,5,5,5,1,1,10,2,3,4,3,3,4,4,1,4,5,5,5,2,3,2,5,1,1,5,5,5,5,5,1,5,1,5,5,2,4,1,9,5,1,5,5,1,1,5,5,1,5,5,1,5,5,1,1,5,5,1,5,76.872,45,1,76.77,45,4,76.872,45,1,76.771,45,3,76.872,45,3,76.771,45,8,76.872,45,6,76.872,45,3,76.872,45,5,76.873,45,6,2,2,1,1,1,1,2,2,0,11
4/18/2020 14:01,4/18/2020 14:25,0,70.173.104.238,100,1422,1,4/18/2020 14:25,R_SPl0nucgCMNXli9,,,,,36.12359619,-115.2757034,anonymous,EN,0,Chrome,71.0.3578.80,Macintosh,1920x1200,,,,,,35,1,2,15,3,On,Off,Off,Off,Off,Off,Off,Off,Off,0,,,4,4,4,2,3,1,4,1,5,3,4,2,4,5,4,4,1,4,2,4,1,5,5,1,5,4,1,4,5,1,5,1,1,5,1,4,3,1,5,1,4,4,1,1,1,1,-1,2,4,4,2,3,4,2,4,3,4,4,2,2,4,4,4,2,4,2,2,3,4,7,1,4,4,4,3,2,2,4,4,4,1,4,5,1,5,4,1,4,1,2,5,4,2,4,1,2,4,3,2,2,4,4,2,3,1,2,2,3,2,2,3,362.633,26,1,362.633,26,7,362.633,26,5,362.633,26,3,362.633,26,8,362.633,26,8,362.633,26,5,362.632,26,8,362.632,26,2,362.632,26,7,1,1,1,1,1,1,2,1,0,11
4/18/2020 17:55,4/18/2020 18:15,0,24.208.188.198,100,1181,1,4/18/2020 18:15,R_3rY5XRkV6ZXSp5I,,,,,40.74159241,-84.15219879,anonymous,EN,0,Chrome,81.0.4044.113,Windows NT 10.0,1920x1080,,,,,,39,1,1,15,4,On,Off,Off,Off,Off,Off,Off,Off,Off,0,,,4,3,3,3,4,2,1,5,1,5,2,5,1,5,1,1,5,1,5,1,4,2,1,4,1,1,1,4,4,1,4,2,1,5,1,5,5,2,5,1,4,5,2,1,5,2,1,6,4,1,1,1,4,1,5,5,2,1,8,2,4,4,5,5,4,4,1,5,4,7,5,1,2,1,4,1,1,4,4,5,1,2,4,2,5,1,4,4,1,4,6,4,1,4,5,1,1,5,4,1,4,4,1,5,4,1,1,5,4,1,4,139.817,12,1,139.817,12,5,139.817,12,1,139.817,12,3,139.817,12,8,139.816,12,1,139.816,12,5,139.816,12,8,139.816,12,5,139.817,12,8,4,2,5,1,5,2,4,4,0,11
4/19/2020 9:59,4/19/2020 10:10,0,98.220.131.192,100,637,1,4/19/2020 10:10,R_24pnptgOitmNoj1,,,,,40.06230164,-86.0585022,anonymous,EN,0,Chrome,80.0.3987.163,Windows NT 10.0,1368x912,,,,,,18,1,2,14,6,On,Off,Off,Off,Off,Off,Off,Off,Off,1,1,,4,4,3,2,3,3,3,2,4,3,4,3,5,2,4,3,2,4,4,2,2,4,4,4,2,1,1,4,4,1,4,1,1,5,2,4,4,2,5,2,4,4,1,1,2,1,2,5,3,4,4,2,2,4,2,1,4,5,7,4,2,1,1,5,2,5,4,4,4,5,5,1,1,1,5,1,1,5,5,5,4,5,2,4,2,5,4,2,4,2,3,4,4,4,5,4,2,5,4,2,4,5,4,5,5,2,1,5,5,2,4,236.112,15,1,236.113,15,7,236.113,15,1,236.113,15,8,236.113,15,8,236.113,15,8,236.114,15,6,236.114,15,7,236.114,15,5,236.115,15,5,5,4,4,4,4,4,5,4,0,10
4/19/2020 10:19,4/19/2020 10:31,0,67.241.38.12,100,763,1,4/19/2020 10:31,R_3oMiGojyG0lEEP8,,,,,43.21679688,-75.45349884,anonymous,EN,0,Chrome,80.0.3987.163,Windows NT 6.3,1366x768,,,,,,53,2,1,16,3,On,Off,Off,Off,Off,Off,Off,Off,Off,1,4,,4,4,3,4,4,3,3,4,4,4,5,4,4,5,5,4,3,3,4,4,5,5,3,4,4,5,4,4,5,4,5,4,4,3,5,3,4,5,1,4,4,5,5,5,3,5,2,7,4,5,4,4,3,3,4,3,5,5,9,4,3,4,4,4,5,5,4,3,5,9,4,4,3,5,3,5,5,5,4,3,3,3,4,4,4,1,5,4,5,4,8,5,4,4,3,5,5,4,1,4,5,4,4,4,3,3,5,5,5,4,4,104.589,17,0,104.589,17,7,104.59,17,8,104.589,17,7,104.589,17,,104.589,17,6,104.589,17,,104.589,17,8,104.589,17,6,104.588,17,6,5,3,5,5,4,4,4,5,0,12
4/19/2020 10:03,4/19/2020 10:34,0,186.65.115.159,100,1830,1,4/19/2020 10:34,R_zcKZ0ayuP5M5RQd,,,,,40.75030518,-74.00140381,anonymous,EN,0,Chrome,80.0.3987.163,Windows NT 10.0,1366x768,,,,,,64,1,1,17,3,On,Off,Off,Off,Off,Off,Off,Off,Off,1,3,,4,4,3,4,4,3,5,3,4,4,5,5,4,4,5,4,5,4,4,4,5,5,4,5,3,4,4,4,3,4,4,5,4,4,5,5,3,4,5,5,4,4,4,5,4,4,1,7,4,4,5,3,3,3,3,3,4,4,6,5,5,4,5,5,3,5,4,3,4,7,4,3,4,4,5,5,4,4,4,5,5,5,4,5,4,4,3,4,4,5,6,4,5,5,4,4,4,4,5,5,4,5,4,5,4,4,5,4,5,4,5,14.932,7,0,14.932,7,5,14.932,7,6,14.932,7,5,14.932,7,7,14.932,7,7,14.932,7,6,14.932,7,6,14.932,7,3,14.932,7,4,4,4,5,5,4,4,4,4,0,10
4/19/2020 10:38,4/19/2020 10:51,0,173.198.160.217,100,788,1,4/19/2020 10:51,R_QowyrMmuFXs7NCh,,,,,43.96009827,-111.6975021,anonymous,EN,0,Chrome,80.0.3987.163,Windows NT 10.0,1093x615,,,,,,56,1,2,15,3,On,Off,Off,Off,Off,Off,Off,Off,Off,1,4,,4,3,4,3,3,3,2,3,2,4,1,3,1,3,2,2,5,2,5,1,5,4,1,4,2,1,1,5,4,1,5,1,1,5,1,5,3,1,4,1,4,4,1,1,1,2,3,5,5,1,2,2,5,1,5,4,2,2,10,2,4,4,3,2,4,2,3,3,4,8,4,3,3,3,4,1,2,4,4,4,4,4,2,4,2,4,4,2,4,2,8,5,1,5,5,1,1,5,5,1,5,5,1,4,5,1,1,5,5,1,5,346.538,13,1,346.538,13,5,346.539,13,1,346.539,13,3,346.539,13,8,346.539,13,3,346.539,13,2,346.539,13,7,346.539,13,2,346.539,13,4,3,3,3,2,3,3,3,3,0,10
4/19/2020 11:00,4/19/2020 11:24,0,24.17.218.74,100,1420,1,4/19/2020 11:24,R_0wFcQzVOkp9PklP,,,,,47.61759949,-122.142395,anonymous,EN,0,Chrome,80.0.3987.163,Windows NT 10.0,1280x720,,,,,,56,1,1,16,10,On,Off,Off,Off,Off,Off,Off,Off,Off,1,2,,4,4,4,4,2,3,1,4,2,4,2,4,2,4,1,2,4,1,4,2,4,2,1,4,4,1,2,4,5,2,4,1,2,5,1,4,5,1,3,4,4,5,1,1,1,4,-2,7,3,4,4,1,3,2,3,4,5,4,3,4,5,3,4,2,5,4,1,5,5,8,5,2,2,2,3,1,1,5,4,5,5,5,1,4,1,5,4,1,5,1,7,4,2,5,2,3,4,4,5,1,5,5,1,5,2,2,5,4,5,1,4,300.282,23,1,300.282,23,,300.282,23,3,300.282,23,3,300.282,23,3,300.282,23,8,300.282,23,2,300.282,23,8,300.282,23,7,300.281,23,5,3,1,2,2,1,2,3,2,0,11
4/19/2020 11:11,4/19/2020 11:24,0,73.135.197.147,100,823,1,4/19/2020 11:25,R_ZJdrt39uNfpwqNX,,,,,39.293396,-75.60179901,anonymous,EN,0,Firefox,75,Windows NT 10.0,1366x768,,,,,,47,1,2,13,5,On,Off,Off,Off,Off,Off,Off,Off,Off,0,,,3,3,2,4,4,1,4,2,4,4,1,4,1,2,4,4,2,4,4,4,2,4,2,2,2,4,4,1,3,2,2,4,2,3,3,2,2,5,4,1,3,3,1,2,3,5,0,1,3,1,1,3,3,1,4,2,3,1,2,2,5,4,4,2,5,2,2,4,5,2,1,5,5,5,1,5,5,1,1,1,2,3,5,1,4,1,1,1,3,3,1,4,4,4,3,2,2,1,2,2,4,4,4,4,3,2,2,1,2,2,4,313.563,39,1,313.563,39,7,313.563,39,1,313.563,39,3,313.563,39,8,313.563,39,8,313.562,39,7,313.561,39,8,313.561,39,5,313.562,39,5,1,1,1,1,2,2,2,1,0,11
